gene,logFC,logCPM,F,PValue,FDR,direction,treat1,treat2
gene15242|PRC1,-4.253704891902874,5.962324675520524,353.4314718302404,4.377298343125917e-18,4.302703320606447e-14,Downregulated,AA,HH
gene7227|KIF2C,-4.969899200233567,3.7797443448592745,338.40266672216615,7.961098768606035e-18,4.302703320606447e-14,Downregulated,AA,HH
gene2470|ACTG2,-4.533044651039032,9.386859837350865,337.27793263988997,8.333727136561005e-18,4.302703320606447e-14,Downregulated,AA,HH
gene7936|CCNA2,-4.545118538763857,4.129555208441915,307.2215733666542,2.9898416819379295e-17,8.422198880051484e-14,Downregulated,AA,HH
gene16848|TOP2A,-4.105084738530484,6.7294072646666105,306.17947877479224,3.1315806768560896e-17,8.422198880051484e-14,Downregulated,AA,HH
gene12236|MELK,-4.436823631313171,3.5523660270661925,305.2605604449083,3.2625213558208345e-17,8.422198880051484e-14,Downregulated,AA,HH
gene1566|ANLN,-4.294766462697006,5.632018361460184,300.75686958425973,3.994443596744412e-17,8.838562409996315e-14,Downregulated,AA,HH
gene18184|CIT,-3.65382726024794,3.4536369296856106,291.76013930684076,6.035461020095361e-17,1.165724871157267e-13,Downregulated,AA,HH
gene887|ECT2,-3.401147867792621,4.6935820210394414,289.2896164548253,6.77353208109975e-17,1.165724871157267e-13,Downregulated,AA,HH
gene12793|TTK,-4.304326668797193,4.377569981305618,268.68448033475,1.83881868817073e-16,2.5902471584379385e-13,Downregulated,AA,HH
gene6965|DEPDC1,-5.762031398692242,3.1631856558494857,268.67659806598124,1.8395454027256326e-16,2.5902471584379385e-13,Downregulated,AA,HH
gene23180|NUSAP1,-4.979103498907567,4.6184536308875765,260.8050568356847,2.7440416572807446e-16,3.541871769135121e-13,Downregulated,AA,HH
gene2337|CKAP2L,-4.633849392910359,3.759202111605775,258.1725168762758,3.14435360952418e-16,3.7463763890707714e-13,Downregulated,AA,HH
gene20738|ESCO2,-4.863075707202982,3.7086689055156916,255.80343605573708,3.558108886727108e-16,3.7545826024860007e-13,Downregulated,AA,HH
gene23201|KNL1,-4.236821053442466,5.005877436264516,255.39020781851394,3.6360474554386996e-16,3.7545826024860007e-13,Downregulated,AA,HH
gene19215|CDCA8,-3.7120106440387723,3.3314010212700964,253.4526744951135,4.0265740977258776e-16,3.8979753874797574e-13,Downregulated,AA,HH
gene2307|BUB1,-4.240043015652953,4.368417068904668,247.91385787061503,5.411180331902457e-16,4.776216528337604e-13,Downregulated,AA,HH
gene20737|PBK,-4.4997297464846024,4.340576893990756,247.44252236703775,5.550513106725862e-16,4.776216528337604e-13,Downregulated,AA,HH
gene1993|RRM2,-2.8162286300764454,4.993650754032248,245.18038026375825,6.274627014783764e-16,5.028170128950333e-13,Downregulated,AA,HH
gene24828|KIFC1,-2.8192635015701213,3.7970275699640816,244.5537975673694,6.492569086384316e-16,5.028170128950333e-13,Downregulated,AA,HH
gene5021|CENPT,-4.694717200649188,2.7349460534849612,242.66927678000573,7.198157405795485e-16,5.089637574590743e-13,Downregulated,AA,HH
gene18063|KNTC1,-3.1407241441259766,5.590229690315591,242.5911234900256,7.229132070565973e-16,5.089637574590743e-13,Downregulated,AA,HH
gene26588|TACC3,-3.3691274010295764,4.079312544080935,239.02219163497122,8.806881460748498e-16,5.334984273815012e-13,Downregulated,AA,HH
gene26490|KIF4A,-3.2369959199192704,4.662713969000398,239.01823785029592,8.808820586332264e-16,5.334984273815012e-13,Downregulated,AA,HH
gene11919|TAGLN,-2.678602419816807,10.288404776743288,238.35383925772064,9.141235547720982e-16,5.334984273815012e-13,Downregulated,AA,HH
gene10889|ZWINT,-3.3831431190018497,3.018262246779534,238.29543750848978,9.171088816653751e-16,5.334984273815012e-13,Downregulated,AA,HH
gene14225|NEK2,-4.392907552705487,3.072817651851763,238.0459457233925,9.299798269288227e-16,5.334984273815012e-13,Downregulated,AA,HH
gene15649|LOC113264263,-4.59091652671417,5.557920592259605,231.44153571173717,1.4229554464430382e-15,7.863671690666056e-13,Downregulated,AA,HH
gene25560|TK1,-5.034034871301965,3.40519982736818,229.95063113615902,1.4723124735574641e-15,7.863671690666056e-13,Downregulated,AA,HH
gene10851|ACTA2,-4.063452283667984,10.13742317156108,228.01687317920926,1.6465906812449579e-15,8.501347687267717e-13,Downregulated,AA,HH
gene22433|MCM10,-3.8279995987846047,3.323651452235588,226.9301285447894,1.7540865602784676e-15,8.76420862327522e-13,Downregulated,AA,HH
gene24271|CEP55,-4.416804532550065,2.823460325524174,225.733823617516,1.881138091809321e-15,9.105296220010805e-13,Downregulated,AA,HH
gene24273|RBP4,-2.5187709046236257,6.002957715937659,225.20574768283834,1.9403138873917697e-15,9.107127818730644e-13,Downregulated,AA,HH
gene11378|MAP3K5,3.079984249986236,3.1633102805784516,219.49073246831068,2.7243531663402124e-15,1.241103123336575e-12,Upregulated,AA,HH
gene3924|CKAP2,-3.441468812776088,4.8703125545067305,217.56805721273926,3.0592416205324003e-15,1.34359773911845e-12,Downregulated,AA,HH
gene9611|LOC113257657,-2.1758007225428764,9.899993734565447,217.2284407525223,3.122830305911563e-15,1.34359773911845e-12,Downregulated,AA,HH
gene17909|NCAPG,-3.3865108143844926,5.819057146666395,213.3328680489551,3.962093688933672e-15,1.6586180850782066e-12,Downregulated,AA,HH
gene23217|BUB1B,-3.4126386290646264,4.527338338227561,211.8289037130187,4.347916810090168e-15,1.772233775565437e-12,Downregulated,AA,HH
gene7118|ORC1,-2.5793678756339684,3.0836104192372833,211.02127911952414,4.571480096581067e-15,1.8155809029729268e-12,Downregulated,AA,HH
gene9588|RACGAP1,-2.954503385963275,5.130541150892032,205.1881595882114,6.600036500492231e-15,2.555699133903104e-12,Downregulated,AA,HH
